clean_text,Sentiment
please kind convenience retail store amp supermarket staff working extra hard make sure product shelf beverage cooler,2
grocery store hometown az,1
trump officially declared coronavirus pandemic national emergency stock food toilet paper vibrator amp please stay safe healthy amp stress free,2
canadian stocking take extra care amp around covid wonder get food answer read amp prepare stay home without panic buying,2
local stock toilet paper cleaning product food amid covid worry,0
take care pet stock food medicine may need oregonhumane,2
consumer health well top priority industry continue remind marketer retailer consumer supplement may not claim cure treat prevent ahpassociation chpa unpafrank,2
retail store etobicoke mall shut thursday employee tested positive covid,2
always good prepared make sure need become ill stock item like non perishable food item personal hygiene item daily personal medication pet supply become sick,2
take high dose capsule today due go supermarket today crazy line empty shelf need reduce get tonight,0
live alone worked home today robot served supermarket zero contact human year gagged fact live scifi movie ireland,0
stocked canned bean wondering use use bean make chili bean salad bean dip refried bean add bean burrito rice guac soup quesadilla even bake pureed,1
well guess going corona virus diet everyone panicked bought food fat cant eat,0
thanks factor oil crash rand dollar exchange rate substantial decline sa fuel price card april insight,2
government shunned resource development let manufacturing wither ignored agriculture favour keeping rate low relying consumer spending drive economy well mess,0
seemingly every retail store restaurant vendor ever dealt many somehow obtained email address emailed past couple day assure taking covid seriously wonder effective email blast,2
