OriginalTweet,clean_text,Sentiment,length
I went to the supermarket and realize all the soap are sold out. So before this #CoronaOutbreak #Covid_19 break out what weÂre yÂall using.. shit never was sold out. All of a sudden,went supermarket realize soap sold break using shit never sold sudden,0,69
Went to the grocery store to pick up a few things....the line was ridiculous!!! #Covid_19  We'll get through this! https://t.co/6F4wMdJvCm,went grocery store pick thing line ridiculous get,0,49
Live feed from every grocery store. #Covid_19 https://t.co/R6jvhDKgvP,live feed every grocery store,1,29
So I went out to do a bit of a food shop and came home with 2 bottles of jack daniels and 16 cans of beer. It's the end of the world and stock pilers will be the ones that survive! #Coronavirus,went bit food shop came home bottle jack daniel can beer end world stock pilers one survive,1,91
"I need people to be less stupid about COVID-19. No, you do not need to stock up on TP or bottled water. Personally, I'll be buying some extra food that'll keep a while (canned, frozen, dry goods, etc.) and OTC and prescription meds that might run out if I'm quarantined. *shrug*",need people le stupid covid not need stock tp bottled water personally buying extra food keep canned frozen dry good etc otc prescription med might run quarantined shrug,0,169
Dear General Public. PLEASE stop stockpiling food for the unlikely event youÂre prohibited to leave your home. YouÂre making it hard for everyone to eat/drink affordably today and putting extra pressure on businesses and suppliers to keep up with demand. @WholeFoods #coronavirus,dear general public please stop stockpiling food unlikely event prohibited leave home making hard everyone eat drink affordably today putting extra pressure business supplier keep demand wholefoods,1,197
"Long lineups at a grocery store in Moncton, NB, including quite a few people apparently stocking up on TP #Covid_19 https://t.co/tvxV872ZDJ",long lineup grocery store moncton nb including quite people apparently stocking tp,1,82
Nothing demonstrates community panic more than a grocery store. Toilet paper and paper towels are being rationed but there is still wine! Angry customers at checkout despite very patient employees. #Covid_19 #Priorities https://t.co/hRv38guCQQ,nothing demonstrates community panic grocery store toilet paper paper towel rationed still wine angry customer checkout despite patient employee,0,144
"Just passed a queue at a petrol station and a longer one at a supermarket entrance 
Think people should calm down
In a huge line at a supermarket is not a smart place to be right now #Covid_19",passed queue petrol station longer one supermarket entrance think people calm huge line supermarket not smart place right,2,121
Trump Derangement Syndrome is spreading faster and more severe then the Coronavirus Imodium and toilet paper being sold on the street at redickuless prices. $10 a roll for single ply #CoronavirusPandemic #Covid_19 #CoronaVirusUpdate #toiletpaper #ToiletPaperApocalypse #Trump2020,trump derangement syndrome spreading faster severe coronavirus imodium toilet paper sold street redickuless price roll single ply,0,129
Pharmacies that do sell this have built some sort of monopoly where theyÂre raising their prices like crazy. Upon having a chance of buying sanitisers make sure you stock UP. ItÂs wise to have 10 even though you use 1. #CoronavirusPandemic #Covid_19 #lockdown,pharmacy sell built sort monopoly raising price like crazy upon chance buying sanitisers make sure stock wise even though use,2,125
Nothing says I donÂt give a shite about anyone else quite like a packed supermarket trolley in ireland right now. You know who you are....#Covid_19 #COVID2019IRELAND #SelfishAsshole,nothing say give shite anyone else quite like packed supermarket trolley ireland right know ireland,2,99
"While yÂall running to the grocery store trying to GET PREPARED, you do know you putting yoself at risk wit those large crowds! IF YOU STAY READY, YOU AINT GOTTA GET READY! ?#Covid_19 https://t.co/s8uxSX6l4Y",running grocery store trying get prepared know putting yoself risk wit large crowd stay ready aint gotta get ready,2,114
"@trish_regan METRO MANILA PHILIPPINES??PLACED UNDER 
ÂCommunity QuarantineÂ.NOÂMass Gatherings or EventsÂto contain theÂcoronavirus disease 2019(COVID-19)Âstarting 3/15. HOARDERS OF CONSUMER GOODS WILL FACE 
ÂImprisonmentsÂ.#Covid_19 #TrishReg",trish regan metro manila philippine placed community quarantine mass gathering event contain coronavirus disease covid starting hoarder consumer good face imprisonment,0,167
Fashion 2020 - Tales of going out to buy food #Covid_19 #italylockdown #supermarket https://t.co/36fPWgIymS,fashion tale going buy food,1,27
Staying in due to the coronavirus?  Here's what to #stock in your #fridge and #pantry https://t.co/Kn9Kal0Xtv via @NBCNewsBETTER #Covid_19 #food #corinavirus #diet #home,staying due coronavirus via nbcnewsbetter,1,41
House prices up as buyers return to the market but experts warn #coronavirus fallout could hit the property market https://t.co/jVU4e90DuG https://t.co/dx7hHwVe3g,house price buyer return market expert warn fallout could hit property market,0,77
Things I thought IÂd never see...a fight nearly break out over toilet paper in a grocery store. ?? that one off the list. #Covid_19,thing thought never see fight nearly break toilet paper grocery store one list,2,78
"If you are shopping over the next few days, think of elderly or vulnerable people in your life, or those in #selfisolation. Could you help them by picking up a few bits they need?

The Government and supermarkets are advising against panic stockpiling of food and goods. #Covid_19 https://t.co/xb7oMZRG6w",shopping next day think elderly vulnerable people life could help picking bit need government supermarket advising panic stockpiling food good,0,142
"Grocery shopping annoyance level... #Extra ?

Just going to tell myself they're St. Patrick's day party prepping too...

As long as the liquor store is still good I guess.

#covid_19Â https://t.co/JmYRlyo86z",grocery shopping annoyance level going tell st patrick day party prepping long liquor store still good guess,2,108
"Bitches who eat grapes while they wait in line at the grocery store are immune to coronavirus!
#Covid_19",bitch eat grape wait line grocery store immune coronavirus,0,58
If youÂre prepping to quarantine DO NOT FORGET ABOUT YOUR PETS! Stock up on cat/dog/fish/lizard/whatever food! #Coronavirus #dontpanic #psalm91 https://t.co/uWLNAKda6R,prepping quarantine not forget pet stock cat dog fish lizard whatever food,2,74
".@DollarGeneral Corp beat quarterly same-store sales and profit expectations on Thursday, as it pulled in more bargain-hungry shoppers to its stores, but warned of #uncertainty around its business due to the #coronavirus outbreak. https://t.co/sXemzRuuit",dollargeneral corp beat quarterly store sale profit expectation thursday pulled bargain hungry shopper store warned around business due outbreak,1,144
Spare a thought for all the supermarket workers today folks. They earned their money.  #Covid_19,spare thought supermarket worker today folk earned money,1,56
"Are you interested?
Get a $500 Supermarket Gift Card for @australian
Click here: https://t.co/nnJKj1ES79

#gift #GiftCard #Supermarkets #Covid_19 #HeartbreakWeatherWatch https://t.co/uoHvCepkIO",interested get supermarket gift card australian click,2,53
